momentum_10,momentum_20,sma_20,sma_50,price_to_sma_50,rsi_14,macd,macd_signal,atr_14,volatility_20,bb_width,volume_ratio,bb_position,stochastic_k,trend_label,ticker,date
-0.0085566173255886,-0.0455936543626257,160.11,160.11,0.0,100.0,0.0,0.0,2.8799999999999955,0.0124628610506278,6.363961030678922,1.0,0.6767766952966371,8.802588996763848,Uptrend,STK001,2021-01-04
-0.0085566173255886,-0.0455936543626257,161.235,161.235,0.0069773932458833,100.0,0.1794871794871824,0.0358974358974364,4.134999999999991,0.0124628610506278,6.363961030678922,1.1538419279146004,0.6767766952966371,8.802588996763848,Sideways,STK001,2021-01-05
-0.0085566173255886,-0.0455936543626257,161.41666666666666,161.41666666666666,0.0022509034589572,79.50530035335655,0.271797793849089,0.0830775074877669,3.279999999999992,0.0124628610506278,4.672700860672876,1.16727721743501,0.5777566003403486,8.802588996763848,Sideways,STK001,2021-01-06
-0.0085566173255886,-0.0455936543626257,162.83,162.83,0.0260394276239021,92.8571428571427,0.763017815997614,0.2190655691897364,3.989999999999995,0.0181379112108743,11.933013031083078,1.1673200757737807,0.8553167996176356,8.802588996763848,Downtrend,STK001,2021-01-07
-0.0085566173255886,-0.0455936543626257,163.4,163.4,0.013953488372093,79.28496319663512,1.0282982570997206,0.3809121067717332,4.007999999999993,0.0186625853193953,11.523436987288108,0.694430709280241,0.6978576359219169,8.802588996763848,Downtrend,STK001,2021-01-08
-0.0085566173255886,-0.0455936543626257,163.555,163.555,0.0047384671822934,69.4290976058932,1.1167282521843165,0.5280753358542499,4.056666666666662,0.0178351281834585,10.418161066138282,0.9383202045357544,0.5743893279322544,8.802588996763848,Downtrend,STK001,2021-01-11
-0.0085566173255886,-0.0455936543626257,163.8057142857143,163.8057142857143,0.0091833531012349,71.95945945945945,1.2514614021544617,0.6727525491142923,4.442857142857138,0.0159542404977538,9.873624316473467,0.9383202045357544,0.6523539549480242,8.802588996763848,Downtrend,STK001,2021-01-12
-0.0085566173255886,-0.0455936543626257,163.30375,163.30375,-0.0215166522507904,49.07834101382482,0.90241801364499,0.7186856420204318,4.769999999999996,0.0206783641111159,10.761666095120065,1.057779532676139,0.17349386526744726,8.802588996763848,Sideways,STK001,2021-01-13
-0.0085566173255886,-0.0455936543626257,162.57222222222222,162.57222222222222,-0.0359976762464545,41.70337738619672,0.3737667204977128,0.6497018577158881,4.942222222222218,0.0203017274301191,13.356493219071808,1.057779532676139,0.06184440584555499,8.802588996763848,Sideways,STK001,2021-01-14
-0.0085566173255886,-0.0455936543626257,161.72,161.72,-0.0474276527331188,36.883116883116855,-0.2576696683839827,0.4682275524959139,4.8379999999999965,0.0195996984361441,16.57647060679011,1.0565412406045758,0.037295955095641646,8.802588996763848,Sideways,STK001,2021-01-15
-0.0085566173255886,-0.0455936543626257,161.44909090909093,161.44909090909093,-0.0167798461659741,47.53508456279236,-0.3753173272698404,0.2995185765427631,5.089090909090905,0.0214674049254356,16.131285920674316,0.9955920342010606,0.3320598294263156,8.802588996763848,Downtrend,STK001,2021-01-18
-0.0198940625769895,-0.0455936543626257,161.25583333333336,161.25583333333336,-0.013182985628427,48.26117814052515,-0.4321031873397487,0.1531942237662607,5.229166666666662,0.0203873309200005,15.61195307409929,0.7826598966280772,0.3638329667503175,8.802588996763848,Downtrend,STK001,2021-01-19
-0.0260229941896402,-0.0455936543626257,160.97230769230768,160.97230769230768,-0.0211359813441394,45.72965702757225,-0.5961137251456421,0.0033326339838801,5.133076923076918,0.0196283934351782,15.496529967242338,0.8778830377670811,0.28044712593724364,8.802588996763848,Downtrend,STK001,2021-01-20
-0.0775722750942717,-0.0455936543626257,160.48214285714286,160.48214285714286,-0.0397062423500611,40.96385542168673,-0.9938300869577006,-0.1960999102044359,5.163571428571424,0.0196585005283755,16.59784733824648,1.3332984540507102,0.11608618712503187,8.802588996763848,Sideways,STK001,2021-01-21
